filename,location,difference_type,dug_2026jan_value,dug_2026jan_type,heal_cdes_value,heal_cdes_type,dug_2026jan_context,heal_cdes_context
HDPCDE8241.json,$[1].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[1].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[1].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[2].metadata.enum[1],value_mismatch, 2,str,2,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[2].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[2].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[2].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[3].metadata.enum[1],value_mismatch, 2,str,2,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[3].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[3].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[3].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[4].metadata.enum[1],value_mismatch, 2,str,2,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[4].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[4].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[4].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[5].metadata.enum[1],value_mismatch, 2,str,2,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[5].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[5].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[5].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[6].metadata.enum[1],value_mismatch, 2,str,2,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[6].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[6].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[6].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[7].metadata.enum[1],value_mismatch, 2,str,2,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[7].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[7].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[7].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[8].metadata.enum[1],value_mismatch, 2,str,2,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[8].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[8].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[8].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[9].metadata.enum[1],value_mismatch, 2,str,2,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[9].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[9].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[9].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[10].metadata.enum[1],value_mismatch, 2,str,2,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[10].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[10].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[10].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[11].metadata.enum[1],value_mismatch, 2,str,2,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[11].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[11].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[11].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[12].metadata.enum[1],value_mismatch, 2,str,2,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[12].metadata.enum[2],value_mismatch, 3,str,3,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[12].metadata.enum[3],value_mismatch, 4,str,4,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8241.json,$[12].metadata.enum[4],value_mismatch, 5,str,5,str,"[
  ""1"",
  "" 2"",
  "" 3"",
  "" 4"",
  "" 5""
]","[
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5""
]"
HDPCDE8311.json,$[12].metadata.enum[1],value_mismatch, 6,str,6,str,"[
  ""0"",
  "" 6"",
  ""9"",
  ""11"",
  ""13"",
  ""15""
]","[
  ""0"",
  ""6"",
  ""9"",
  ""11"",
  ""13"",
  ""15""
]"
HDPCDE9726.json,$[1].metadata.enum[1],value_mismatch, 1,str,1,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[1].metadata.enum[2],value_mismatch, 2,str,2,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[2].metadata.enum[1],value_mismatch, 1,str,1,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[2].metadata.enum[2],value_mismatch, 2,str,2,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[5].metadata.enum[1],value_mismatch, 1,str,1,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  "" 3"",
  "" 96""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""96""
]"
HDPCDE9726.json,$[5].metadata.enum[2],value_mismatch, 2,str,2,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  "" 3"",
  "" 96""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""96""
]"
HDPCDE9726.json,$[5].metadata.enum[3],value_mismatch, 3,str,3,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  "" 3"",
  "" 96""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""96""
]"
HDPCDE9726.json,$[5].metadata.enum[4],value_mismatch, 96,str,96,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  "" 3"",
  "" 96""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""96""
]"
HDPCDE9726.json,$[6].metadata.enum[1],value_mismatch, 1,str,1,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  "" 3""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3""
]"
HDPCDE9726.json,$[6].metadata.enum[2],value_mismatch, 2,str,2,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  "" 3""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3""
]"
HDPCDE9726.json,$[6].metadata.enum[3],value_mismatch, 3,str,3,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  "" 3""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3""
]"
HDPCDE9726.json,$[7].metadata.enum[1],value_mismatch, 1,str,1,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[7].metadata.enum[2],value_mismatch, 2,str,2,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[8].metadata.enum[1],value_mismatch, 1,str,1,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[8].metadata.enum[2],value_mismatch, 2,str,2,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[9].metadata.enum[1],value_mismatch, 1,str,1,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[9].metadata.enum[2],value_mismatch, 2,str,2,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[10].metadata.enum[1],value_mismatch, 1,str,1,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[10].metadata.enum[2],value_mismatch, 2,str,2,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[12].metadata.enum[1],value_mismatch, 1,str,1,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[12].metadata.enum[2],value_mismatch, 2,str,2,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[14].metadata.enum[1],value_mismatch, 1,str,1,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
HDPCDE9726.json,$[14].metadata.enum[2],value_mismatch, 2,str,2,str,"[
  ""91"",
  "" 1"",
  "" 2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]","[
  ""91"",
  ""1"",
  ""2"",
  ""3"",
  ""4"",
  ""5"",
  ""6"",
  ""7""
]"
